Time, Position, Velocity, Iq, Uq, Vsupply
0.271, 0.00031, 0.0, 0.0127, 0.00098, 0.51184
0.369, 0.00063, 0.0, 0.0166, 0.00439, 0.51208
1.786, 0.00094, 0.0, 0.02148, 0.01855, 0.51172
3.225, 0.00126, 0.0, 0.03418, 0.0249, 0.51404
3.456, 0.00157, 0.0, 0.04492, 0.02197, 0.51434
4.187, 0.00188, 0.0, 0.0459, 0.03174, 0.51422
4.195, 0.0022, 0.0, 0.05762, 0.02979, 0.51422
4.448, 0.00251, 0.0, 0.07031, 0.03369, 0.51416
4.462, 0.00283, 0.0, 0.06836, 0.04297, 0.51416
4.496, 0.00314, 0.0, 0.0752, 0.04053, 0.51416
4.745, 0.00346, 0.0, 0.08398, 0.04346, 0.51416
4.886, 0.00377, 0.0, 0.09082, 0.05078, 0.51416
4.987, 0.00408, 0.0, 0.10254, 0.04541, 0.51416
5.04, 0.0044, 0.0, 0.10352, 0.05469, 0.51416
5.054, 0.00471, 0.0, 0.1084, 0.06104, 0.51416
5.06, 0.00503, 0.0, 0.11621, 0.06689, 0.5141
5.071, 0.00534, 0.0, 0.11914, 0.06445, 0.51404
5.076, 0.00565, 0.0, 0.12793, 0.06543, 0.51404
5.086, 0.00597, 0.0, 0.13086, 0.06836, 0.51404
5.1, 0.00628, 0.0, 0.1377, 0.07031, 0.51392
5.106, 0.0066, 0.0, 0.14746, 0.07715, 0.51385
5.118, 0.00691, 0.0, 0.15039, 0.07471, 0.51385
5.123, 0.00723, 0.0, 0.15723, 0.0835, 0.51385
5.137, 0.00785, 0.0, 0.16504, 0.06738, 0.51385
5.197, 0.00817, 0.0, 0.17188, 0.07959, 0.51379
5.208, 0.00848, 0.0, 0.17676, 0.08496, 0.51379
5.222, 0.0088, 0.0, 0.17871, 0.08789, 0.51379
5.228, 0.00911, 0.0, 0.19043, 0.08887, 0.51367
5.241, 0.00974, 0.0, 0.18555, 0.09326, 0.51361
5.247, 0.01005, 0.0, 0.2002, 0.09424, 0.51361
5.258, 0.01068, 0.0, 0.19922, 0.09766, 0.51355
5.266, 0.011, 0.0, 0.21094, 0.09814, 0.51349
5.305, 0.01131, 0.0, 0.20898, 0.10596, 0.51349
5.312, 0.01162, 0.0, 0.21777, 0.1123, 0.51355
5.326, 0.01225, 0.0, 0.21875, 0.11475, 0.51355
5.334, 0.01257, 0.0, 0.22754, 0.11816, 0.51355
5.344, 0.01288, 0.0, 0.22949, 0.12061, 0.51349
5.35, 0.01319, 0.0, 0.24121, 0.11963, 0.51349
5.364, 0.01382, 0.0, 0.24316, 0.12109, 0.51349
5.37, 0.01414, 0.0, 0.25781, 0.11914, 0.51343
5.382, 0.01477, 0.0, 0.25488, 0.11914, 0.51343
5.389, 0.01508, 0.0, 0.25488, 0.13965, 0.51337
5.402, 0.01571, 0.0, 0.2627, 0.13428, 0.51337
5.408, 0.01602, 0.0, 0.26953, 0.13965, 0.51331
5.429, 0.01665, 0.0, 0.27344, 0.13818, 0.51331
5.438, 0.01696, 0.0, 0.28125, 0.13818, 0.51324
5.445, 0.01728, 0.0, 0.29004, 0.14258, 0.51324
5.459, 0.01791, 0.0, 0.28906, 0.14844, 0.51318
5.476, 0.01885, 0.0, 0.29102, 0.14746, 0.51324
5.484, 0.01916, 0.0, 0.30176, 0.14941, 0.51324
5.5, 0.01948, 0.0, 0.30859, 0.14941, 0.51337
5.518, 0.02073, 0.0, 0.30664, 0.14941, 0.51343
5.525, 0.02105, 0.0, 0.31445, 0.15625, 0.51355
5.54, 0.02199, 0.0, 0.31445, 0.15723, 0.51367
5.557, 0.02262, 0.0, 0.31641, 0.16211, 0.51385
5.564, 0.02293, 0.0, 0.33008, 0.16016, 0.51392
5.582, 0.0245, 0.0, 0.32812, 0.15625, 0.51373
5.589, 0.02482, 0.0, 0.33398, 0.16699, 0.51361
5.615, 0.02765, 0.0, 0.32617, 0.15527, 0.51361
6.259, 0.08482, 0.0, -0.0166, 0.01367, 0.51392
6.265, 0.08514, 0.0, -0.00488, 0.01953, 0.51385
6.444, 0.08545, 0.0, -0.00195, 0.02002, 0.51373
8.087, 0.08514, 0.0, -0.00879, 0.01807, 0.51331
8.101, 0.08545, 0.0, 0.0, 0.02783, 0.51331
8.108, 0.08577, 0.0, 0.00586, 0.03076, 0.51337
11.908, 0.08545, 0.0, -0.00391, 0.03467, 0.50922
11.928, 0.08577, 0.0, 0.00684, 0.03027, 0.50928
11.94, 0.08608, 0.0, 0.00781, 0.04297, 0.50922
12.19, 0.08639, 0.0, 0.01758, 0.04248, 0.50928
12.537, 0.08671, 0.0, 0.02539, 0.04004, 0.50897
12.667, 0.08702, 0.0, 0.03418, 0.04199, 0.50909
13.349, 0.08734, 0.0, 0.04688, 0.03857, 0.50934
13.767, 0.08765, 0.0, 0.04297, 0.0498, 0.50983
13.839, 0.08796, 0.0, 0.05176, 0.05664, 0.5097
13.952, 0.08828, 0.0, 0.06738, 0.04639, 0.50922
14.0, 0.08859, 0.0, 0.07031, 0.04688, 0.50891
14.332, 0.08891, 0.0, 0.07129, 0.06299, 0.50983
14.457, 0.08922, 0.0, 0.0791, 0.06738, 0.51019
14.469, 0.08954, 0.0, 0.08496, 0.05957, 0.51013
14.483, 0.08985, 0.0, 0.08887, 0.06738, 0.51001
14.489, 0.09016, 0.0, 0.09961, 0.06836, 0.50989
