Time, Position, Velocity, Iq, Uq, Vsupply, Error Position
0.357, 0.0289, 0.0, 0.01367, 0.02637, 0.49359, 0.00377
0.367, 0.02953, 0.0, 0.01855, 0.02979, 0.49365, 0.0044
0.374, 0.02922, 0.0, 0.02441, 0.04248, 0.49365, 0.00597
0.376, 0.02953, 0.0, 0.03711, 0.03467, 0.49365, 0.00691
0.383, 0.03016, 0.0, 0.03418, 0.03906, 0.49359, 0.00754
1.611, 0.03047, 0.0, 0.05566, 0.04736, 0.49353, 0.00848
1.752, 0.03079, 0.0, 0.0625, 0.04541, 0.49347, 0.00942
1.818, 0.0311, 0.0, 0.06934, 0.04688, 0.49341, 0.01037
1.83, 0.03142, 0.0, 0.06641, 0.05859, 0.49341, 0.01131
2.073, 0.03173, 0.0, 0.0752, 0.06787, 0.49341, 0.01225
2.086, 0.03204, 0.0, 0.08691, 0.05762, 0.49341, 0.01319
2.097, 0.03236, 0.0, 0.09277, 0.06445, 0.49335, 0.01414
2.291, 0.03267, 0.0, 0.10059, 0.06885, 0.49316, 0.01508
2.303, 0.03299, 0.0, 0.10742, 0.06348, 0.49316, 0.01602
2.351, 0.0333, 0.0, 0.11035, 0.07129, 0.49323, 0.01696
2.364, 0.03362, 0.0, 0.11328, 0.08545, 0.49316, 0.01791
2.384, 0.03393, 0.0, 0.12402, 0.08643, 0.49323, 0.01885
2.419, 0.03424, 0.0, 0.13477, 0.07861, 0.49316, 0.01979
2.431, 0.03456, 0.0, 0.13965, 0.07617, 0.49323, 0.02073
2.439, 0.03487, 0.0, 0.14746, 0.08008, 0.49323, 0.02168
2.446, 0.03519, 0.0, 0.15332, 0.08057, 0.49323, 0.02262
2.453, 0.0355, 0.0, 0.15527, 0.09619, 0.49323, 0.02356
2.458, 0.03581, 0.0, 0.16895, 0.0874, 0.49329, 0.0245
2.468, 0.03644, 0.0, 0.16992, 0.08789, 0.49323, 0.02513
2.476, 0.03676, 0.0, 0.17285, 0.09961, 0.49323, 0.02608
2.48, 0.03707, 0.0, 0.18066, 0.10791, 0.49323, 0.02702
2.488, 0.0377, 0.0, 0.17871, 0.10352, 0.49323, 0.02765
2.495, 0.03801, 0.0, 0.19043, 0.104, 0.49323, 0.02859
2.5, 0.03833, 0.0, 0.19043, 0.1167, 0.49323, 0.02953
2.506, 0.03864, 0.0, 0.2041, 0.11035, 0.49323, 0.03047
2.511, 0.03896, 0.0, 0.20898, 0.11377, 0.49316, 0.03142
2.521, 0.03958, 0.0, 0.21191, 0.10791, 0.49323, 0.03204
2.531, 0.0399, 0.0, 0.21289, 0.12988, 0.49316, 0.03299
2.538, 0.04021, 0.0, 0.22168, 0.13086, 0.49323, 0.03393
2.544, 0.04053, 0.0, 0.22656, 0.12695, 0.49323, 0.03487
2.549, 0.04084, 0.0, 0.22949, 0.1333, 0.49323, 0.03581
2.552, 0.04115, 0.0, 0.24023, 0.13623, 0.49329, 0.03676
2.556, 0.04147, 0.0, 0.24512, 0.14111, 0.49323, 0.0377
2.565, 0.04241, 0.0, 0.24512, 0.13428, 0.49323, 0.03801
2.571, 0.04273, 0.0, 0.25391, 0.146, 0.49323, 0.03896
2.575, 0.04304, 0.0, 0.26367, 0.1377, 0.49323, 0.0399
2.583, 0.04367, 0.0, 0.2666, 0.13525, 0.49323, 0.04053
2.591, 0.04398, 0.0, 0.27148, 0.14648, 0.49323, 0.04147
2.6, 0.0443, 0.0, 0.27246, 0.14893, 0.49323, 0.04241
2.605, 0.04461, 0.0, 0.2832, 0.14893, 0.49316, 0.04335
2.614, 0.04492, 0.0, 0.29102, 0.14893, 0.49323, 0.0443
2.618, 0.04524, 0.0, 0.29199, 0.15332, 0.49323, 0.04524
2.621, 0.04555, 0.0, 0.2959, 0.16699, 0.49323, 0.04618
2.632, 0.04681, 0.0, 0.29395, 0.16748, 0.49323, 0.04618
2.643, 0.04744, 0.0, 0.30176, 0.17139, 0.49323, 0.04681
2.65, 0.04775, 0.0, 0.30957, 0.16895, 0.49323, 0.04775
2.656, 0.04807, 0.0, 0.31836, 0.17236, 0.49323, 0.04869
2.661, 0.04869, 0.0, 0.32031, 0.18018, 0.49323, 0.04932
2.67, 0.04932, 0.0, 0.32324, 0.17236, 0.49323, 0.04995
2.682, 0.04964, 0.0, 0.32715, 0.17822, 0.49316, 0.05089
2.686, 0.04995, 0.0, 0.33496, 0.17969, 0.49323, 0.05184
2.69, 0.05027, 0.0, 0.3418, 0.18359, 0.49323, 0.05278
2.704, 0.05184, 0.0, 0.33887, 0.17529, 0.49323, 0.05246
2.719, 0.05246, 0.0, 0.33984, 0.18311, 0.49329, 0.05309
2.732, 0.05309, 0.0, 0.34961, 0.18311, 0.49329, 0.05372
2.743, 0.05341, 0.0, 0.35449, 0.19873, 0.49329, 0.05466
2.749, 0.05372, 0.0, 0.35742, 0.19971, 0.49329, 0.05561
2.752, 0.05404, 0.0, 0.36523, 0.20508, 0.49329, 0.05655
2.768, 0.05592, 0.0, 0.36523, 0.19336, 0.49329, 0.05592
2.7801, 0.05623, 0.0, 0.37012, 0.19873, 0.49329, 0.05686
2.788, 0.05655, 0.0, 0.38086, 0.19629, 0.49335, 0.05781
2.792, 0.05686, 0.0, 0.38379, 0.20068, 0.49341, 0.05875
2.794, 0.05718, 0.0, 0.38867, 0.21094, 0.49335, 0.05969
2.814, 0.0622, 0.0, 0.36523, 0.18799, 0.49335, 0.05592
2.827, 0.06252, 0.0, 0.36719, 0.20361, 0.49329, 0.05686
2.829, 0.06283, 0.0, 0.38379, 0.19678, 0.49329, 0.05781
2.979, 0.11153, 0.0, 0.11523, 0.12451, 0.4931, 0.01037
3.007, 0.13352, 0.0, -0.0459, -0.07129, 0.49323, -0.01037
3.052, 0.11907, 0.0, 0.07129, 0.0791, 0.49316, 0.00534
3.061, 0.12943, 0.0, -0.00195, -0.03027, 0.49323, -0.00377
3.078, 0.12849, 0.0, 0.01367, -0.01904, 0.49316, -0.00157
3.119, 0.12346, 0.0, 0.06348, 0.05322, 0.49316, 0.00471
3.136, 0.12409, 0.0, 0.07422, 0.04492, 0.49316, 0.00534
3.144, 0.12723, 0.0, 0.04688, 0.01123, 0.49316, 0.00346
3.152, 0.12504, 0.0, 0.07617, 0.06396, 0.49323, 0.00691
3.183, 0.12535, 0.0, 0.08105, 0.05518, 0.49316, 0.00785
3.199, 0.12598, 0.0, 0.09473, 0.05225, 0.49316, 0.00848
3.222, 0.12786, 0.0, 0.07715, 0.03467, 0.49323, 0.00785
3.228, 0.12629, 0.0, 0.0957, 0.06152, 0.49323, 0.01068
3.229, 0.12661, 0.0, 0.09668, 0.06201, 0.49323, 0.01162
3.237, 0.1288, 0.0, 0.10059, 0.04053, 0.49323, 0.01068
3.238, 0.12849, 0.0, 0.09766, 0.04199, 0.49323, 0.01225
3.244, 0.12755, 0.0, 0.11816, 0.08398, 0.49329, 0.01445
3.251, 0.12943, 0.0, 0.11426, 0.05762, 0.49329, 0.01382
3.258, 0.12849, 0.0, 0.125, 0.08105, 0.49329, 0.01602
3.268, 0.12975, 0.0, 0.12695, 0.06494, 0.49323, 0.01602
3.274, 0.12943, 0.0, 0.14062, 0.0874, 0.49323, 0.01759
3.281, 0.13038, 0.0, 0.14062, 0.07959, 0.49316, 0.01791
3.284, 0.13006, 0.0, 0.14551, 0.0835, 0.4931, 0.01948
3.296, 0.131, 0.0, 0.15039, 0.08301, 0.49298, 0.01979
3.298, 0.13069, 0.0, 0.16309, 0.08252, 0.49298, 0.02136
3.304, 0.131, 0.0, 0.1748, 0.09814, 0.49298, 0.02231
3.312, 0.13226, 0.0, 0.16602, 0.09424, 0.49298, 0.02231
3.313, 0.13195, 0.0, 0.16211, 0.09961, 0.49286, 0.02388
3.319, 0.13226, 0.0, 0.18652, 0.11279, 0.49286, 0.02482
3.326, 0.1332, 0.0, 0.18262, 0.10596, 0.4928, 0.02513
3.338, 0.13352, 0.0, 0.19434, 0.11426, 0.49274, 0.02608
3.356, 0.13383, 0.0, 0.19629, 0.12109, 0.49268, 0.02702
3.386, 0.13415, 0.0, 0.20215, 0.12598, 0.49261, 0.02796
3.4, 0.13446, 0.0, 0.21289, 0.11377, 0.49261, 0.0289
3.41, 0.13477, 0.0, 0.21777, 0.12158, 0.49268, 0.02985
3.416, 0.13509, 0.0, 0.22559, 0.12793, 0.49261, 0.03079
3.419, 0.1354, 0.0, 0.23145, 0.13184, 0.49255, 0.03173
3.422, 0.13572, 0.0, 0.2373, 0.13379, 0.49261, 0.03267
3.432, 0.1376, 0.0, 0.23242, 0.12988, 0.49261, 0.03204
3.437, 0.13729, 0.0, 0.23926, 0.13672, 0.49261, 0.03362
3.449, 0.13854, 0.0, 0.24219, 0.13672, 0.49261, 0.03362
3.452, 0.13823, 0.0, 0.24414, 0.15039, 0.49261, 0.03519
3.465, 0.13949, 0.0, 0.24609, 0.14844, 0.49261, 0.03519
3.476, 0.1398, 0.0, 0.25781, 0.14844, 0.49268, 0.03613
3.484, 0.14011, 0.0, 0.26172, 0.15723, 0.49268, 0.03707
3.488, 0.14043, 0.0, 0.27344, 0.15039, 0.49268, 0.03801
3.502, 0.142, 0.0, 0.26855, 0.15039, 0.49274, 0.0377
3.505, 0.14169, 0.0, 0.27637, 0.15234, 0.49268, 0.03927
3.518, 0.14326, 0.0, 0.27539, 0.15332, 0.49274, 0.03896
3.532, 0.14357, 0.0, 0.28027, 0.16553, 0.49268, 0.0399
3.539, 0.14388, 0.0, 0.28711, 0.16602, 0.49274, 0.04084
3.555, 0.14546, 0.0, 0.28418, 0.16162, 0.49268, 0.04053
3.567, 0.14577, 0.0, 0.28711, 0.16895, 0.49268, 0.04147
3.57, 0.14608, 0.0, 0.30273, 0.16602, 0.49274, 0.04241
3.594, 0.15174, 0.0, 0.27246, 0.15479, 0.49274, 0.03801
3.596, 0.15205, 0.0, 0.28027, 0.16162, 0.49274, 0.03896
3.6, 0.15237, 0.0, 0.28418, 0.16504, 0.49274, 0.0399
3.657, 0.18441, 0.0, 0.13184, 0.14697, 0.4928, 0.00911
3.726, 0.2196, 0.0, -0.13477, -0.12354, 0.49292, -0.02482
3.807, 0.202, 0.0, 0.01758, 0.02539, 0.49292, -0.00597
3.857, 0.20483, 0.0, 0.01172, -0.01221, 0.49298, -0.00754
3.881, 0.20954, 0.0, -0.03027, -0.04883, 0.49329, -0.011
3.904, 0.2064, 0.0, 0.00879, -0.01074, 0.49323, -0.0066
3.912, 0.20954, 0.0, -0.00781, -0.05127, 0.49316, -0.00848
3.935, 0.20766, 0.0, 0.01562, -0.00732, 0.49316, -0.00534
3.942, 0.20986, 0.0, 0.00293, -0.0293, 0.4931, -0.00628
3.949, 0.20766, 0.0, 0.02441, 0.0, 0.49316, -0.00283
3.957, 0.21049, 0.0, 0.01074, -0.02295, 0.49316, -0.0044
3.964, 0.2086, 0.0, 0.03906, 0.00684, 0.49316, -0.00126
3.972, 0.2108, 0.0, 0.02832, -0.0166, 0.49323, -0.0022
3.979, 0.20923, 0.0, 0.04688, 0.00977, 0.49323, 0.00063
3.987, 0.21111, 0.0, 0.03613, 0.0, 0.49323, 0.0
3.988, 0.21049, 0.0, 0.04199, -0.01221, 0.49316, 0.00189
3.993, 0.20986, 0.0, 0.06836, 0.01367, 0.49316, 0.00377
4.001, 0.21174, 0.0, 0.05664, 0.00684, 0.49316, 0.00314
4.002, 0.21143, 0.0, 0.0625, -0.00146, 0.49316, 0.00471
4.007, 0.2108, 0.0, 0.08203, 0.02637, 0.4931, 0.0066
4.016, 0.21237, 0.0, 0.08008, 0.00879, 0.49316, 0.00628
4.021, 0.21174, 0.0, 0.0918, 0.03223, 0.49316, 0.00817
4.03, 0.21331, 0.0, 0.08301, 0.02588, 0.49323, 0.00785
4.037, 0.21269, 0.0, 0.10645, 0.03174, 0.49323, 0.00974
4.038, 0.213, 0.0, 0.09766, 0.04541, 0.49316, 0.01068
4.045, 0.21394, 0.0, 0.1084, 0.0332, 0.49323, 0.011
4.049, 0.21363, 0.0, 0.11328, 0.0376, 0.49316, 0.01257
4.054, 0.21394, 0.0, 0.125, 0.0498, 0.49323, 0.01351
4.062, 0.21488, 0.0, 0.12402, 0.04688, 0.49323, 0.01382
4.067, 0.21457, 0.0, 0.13574, 0.05811, 0.49323, 0.01539
4.069, 0.21488, 0.0, 0.1416, 0.06396, 0.49323, 0.01634
4.077, 0.21583, 0.0, 0.1416, 0.05225, 0.49323, 0.01665
4.088, 0.21614, 0.0, 0.14941, 0.06592, 0.49316, 0.01759
4.3, 0.21646, 0.0, 0.16309, 0.06348, 0.49316, 0.01854
4.312, 0.21677, 0.0, 0.16992, 0.06641, 0.49304, 0.01948
4.318, 0.21708, 0.0, 0.16992, 0.08252, 0.4931, 0.02042
4.322, 0.2174, 0.0, 0.1748, 0.08203, 0.4931, 0.02136
4.327, 0.21771, 0.0, 0.18555, 0.08008, 0.49316, 0.02231
4.336, 0.21834, 0.0, 0.18652, 0.08008, 0.49316, 0.02293
4.345, 0.21865, 0.0, 0.18945, 0.08789, 0.49323, 0.02388
4.351, 0.21897, 0.0, 0.19434, 0.09277, 0.49316, 0.02482
4.353, 0.21928, 0.0, 0.20215, 0.1001, 0.4931, 0.02576
4.356, 0.2196, 0.0, 0.20703, 0.10156, 0.49323, 0.0267
4.367, 0.22085, 0.0, 0.20898, 0.09229, 0.4931, 0.0267
4.37, 0.22054, 0.0, 0.20898, 0.10596, 0.4931, 0.02827
4.381, 0.2218, 0.0, 0.21875, 0.09814, 0.49316, 0.02827
4.455, 0.22211, 0.0, 0.22656, 0.10254, 0.49316, 0.02922
4.465, 0.22242, 0.0, 0.23438, 0.11133, 0.4931, 0.03016
4.471, 0.22274, 0.0, 0.24219, 0.11182, 0.49316, 0.0311
4.481, 0.22368, 0.0, 0.24219, 0.10938, 0.49316, 0.03142
4.494, 0.224, 0.0, 0.24707, 0.11084, 0.49316, 0.03236
4.502, 0.22431, 0.0, 0.25488, 0.11523, 0.49316, 0.0333
4.508, 0.22462, 0.0, 0.25293, 0.12793, 0.49316, 0.03424
4.511, 0.22494, 0.0, 0.26562, 0.125, 0.49316, 0.03519
4.52, 0.22588, 0.0, 0.26172, 0.13379, 0.49323, 0.0355
4.526, 0.22619, 0.0, 0.27344, 0.12891, 0.49316, 0.03644
4.53, 0.22651, 0.0, 0.28223, 0.125, 0.49316, 0.03739
4.541, 0.22808, 0.0, 0.27441, 0.12988, 0.49316, 0.03707
4.555, 0.22839, 0.0, 0.28027, 0.13525, 0.49316, 0.03801
4.56, 0.22871, 0.0, 0.28906, 0.12988, 0.49316, 0.03896
4.572, 0.22996, 0.0, 0.28809, 0.13477, 0.49316, 0.03896
4.581, 0.23028, 0.0, 0.30078, 0.13672, 0.49316, 0.0399
4.596, 0.23216, 0.0, 0.29004, 0.13672, 0.49329, 0.03927
4.61, 0.23248, 0.0, 0.29883, 0.13281, 0.4931, 0.04021
4.628, 0.23468, 0.0, 0.29492, 0.13135, 0.4931, 0.03927
4.638, 0.23499, 0.0, 0.30371, 0.13672, 0.49316, 0.04021
4.732, 0.2752, 0.0, 0.09082, 0.12354, 0.49316, 0.00126
4.912, 0.29217, 0.0, -0.01758, -0.021, 0.4931, -0.01445
4.928, 0.2928, 0.0, -0.02051, -0.01953, 0.49316, -0.01382
4.944, 0.29342, 0.0, -0.01855, -0.01611, 0.49316, -0.01319
4.952, 0.29719, 0.0, -0.04004, -0.04834, 0.4931, -0.01571
4.968, 0.29688, 0.0, -0.03613, -0.04297, 0.49316, -0.01414
4.99, 0.295, 0.0, -0.00488, -0.02002, 0.4931, -0.011
4.998, 0.29751, 0.0, -0.02051, -0.03564, 0.49316, -0.01225
5.006, 0.29562, 0.0, -0.00195, 0.0, 0.49323, -0.00911
5.014, 0.29751, 0.0, -0.01172, -0.02393, 0.4931, -0.00974
5.021, 0.29625, 0.0, 0.01855, -0.01318, 0.4931, -0.00723
5.028, 0.29814, 0.0, 0.00586, -0.0249, 0.4931, -0.00785
5.035, 0.29688, 0.0, 0.02344, 0.00195, 0.4931, -0.00534
5.042, 0.29845, 0.0, 0.02051, -0.01367, 0.49316, -0.00565
5.043, 0.29814, 0.0, 0.02246, -0.01855, 0.49323, -0.00408
5.044, 0.29782, 0.0, 0.02539, -0.00586, 0.49316, -0.00251
5.056, 0.29939, 0.0, 0.03711, -0.00049, 0.49316, -0.00283
5.057, 0.29908, 0.0, 0.0332, 0.00342, 0.49316, -0.00126
5.062, 0.29845, 0.0, 0.05762, 0.021, 0.4931, 0.00063
5.063, 0.29877, 0.0, 0.05371, 0.0249, 0.4931, 0.00157
5.072, 0.30065, 0.0, 0.05762, 0.01172, 0.49323, 0.00094
5.073, 0.30034, 0.0, 0.05566, 0.01221, 0.49316, 0.00251
5.078, 0.30002, 0.0, 0.08105, 0.03516, 0.49323, 0.00408
5.087, 0.30128, 0.0, 0.07617, 0.01514, 0.49316, 0.00408
5.093, 0.30065, 0.0, 0.09082, 0.0376, 0.49316, 0.00597
5.094, 0.30096, 0.0, 0.08594, 0.04199, 0.49316, 0.00691
5.102, 0.30222, 0.0, 0.0918, 0.04102, 0.49316, 0.00691
5.103, 0.30191, 0.0, 0.09668, 0.03369, 0.49316, 0.00848
5.115, 0.30285, 0.0, 0.11035, 0.03955, 0.49323, 0.0088
5.12, 0.30254, 0.0, 0.11523, 0.05029, 0.49316, 0.01037
5.123, 0.30285, 0.0, 0.12305, 0.05518, 0.4931, 0.01131
5.131, 0.30379, 0.0, 0.11914, 0.05322, 0.49316, 0.01162
5.261, 0.30411, 0.0, 0.14062, 0.0498, 0.49316, 0.01257
5.302, 0.30442, 0.0, 0.14062, 0.06299, 0.49316, 0.01351
5.322, 0.30473, 0.0, 0.14648, 0.06592, 0.49316, 0.01445
5.332, 0.30505, 0.0, 0.15039, 0.06543, 0.49316, 0.01539
5.337, 0.30536, 0.0, 0.15332, 0.07568, 0.4931, 0.01634
5.349, 0.30599, 0.0, 0.1582, 0.07715, 0.49323, 0.01696
5.368, 0.30631, 0.0, 0.16504, 0.08447, 0.4931, 0.01791
5.378, 0.30662, 0.0, 0.16895, 0.08643, 0.4931, 0.01885
5.384, 0.30693, 0.0, 0.17676, 0.0918, 0.49316, 0.01979
5.394, 0.30788, 0.0, 0.1709, 0.09473, 0.49323, 0.02011
5.405, 0.30819, 0.0, 0.19043, 0.08691, 0.4931, 0.02105
5.417, 0.3085, 0.0, 0.19238, 0.09619, 0.49304, 0.02199
5.421, 0.30882, 0.0, 0.2002, 0.10498, 0.49304, 0.02293
5.431, 0.30976, 0.0, 0.19727, 0.09961, 0.49329, 0.02325
5.494, 0.31007, 0.0, 0.20312, 0.10986, 0.49323, 0.02419
5.502, 0.31039, 0.0, 0.21289, 0.10791, 0.49316, 0.02513
5.507, 0.3107, 0.0, 0.21875, 0.11035, 0.49323, 0.02608
5.518, 0.31165, 0.0, 0.21875, 0.10742, 0.49316, 0.02639
5.531, 0.31196, 0.0, 0.22754, 0.10889, 0.49304, 0.02733
5.536, 0.31227, 0.0, 0.22852, 0.12744, 0.49304, 0.02827
5.547, 0.31353, 0.0, 0.23242, 0.11768, 0.49316, 0.02827
5.572, 0.31384, 0.0, 0.23926, 0.12012, 0.4931, 0.02922
5.583, 0.31447, 0.0, 0.24512, 0.12305, 0.49323, 0.02985
5.588, 0.31479, 0.0, 0.24902, 0.12549, 0.49323, 0.03079
5.597, 0.31542, 0.0, 0.25293, 0.12891, 0.49316, 0.03142
5.607, 0.31604, 0.0, 0.25684, 0.12451, 0.49298, 0.03204
5.612, 0.31636, 0.0, 0.25879, 0.13965, 0.49304, 0.03299
5.616, 0.31667, 0.0, 0.27246, 0.13428, 0.49304, 0.03393
5.63, 0.31887, 0.0, 0.26074, 0.13525, 0.49323, 0.03299
5.64, 0.31919, 0.0, 0.26953, 0.14111, 0.49316, 0.03393
5.653, 0.32044, 0.0, 0.26562, 0.13965, 0.4931, 0.03393
5.662, 0.32076, 0.0, 0.27148, 0.1416, 0.49329, 0.03487
5.665, 0.32107, 0.0, 0.2832, 0.14258, 0.49329, 0.03581
5.912, 0.38013, 0.0, -0.07812, -0.05811, 0.49316, -0.02199
5.959, 0.37982, 0.0, -0.05957, -0.05371, 0.49323, -0.02042
5.982, 0.3773, 0.0, -0.0293, -0.00781, 0.49304, -0.01665
5.99, 0.38013, 0.0, -0.04883, -0.03467, 0.49323, -0.01822
5.997, 0.37793, 0.0, -0.02344, -0.00146, 0.49323, -0.01477
6.005, 0.38045, 0.0, -0.03809, -0.02686, 0.49323, -0.01602
6.012, 0.37856, 0.0, -0.01562, 0.0127, 0.4931, -0.01288
6.02, 0.38108, 0.0, -0.02441, -0.01123, 0.49304, -0.01414
6.021, 0.38045, 0.0, -0.02441, -0.01221, 0.49304, -0.01225
6.027, 0.37982, 0.0, 0.00488, 0.01025, 0.49304, -0.01037
6.034, 0.38139, 0.0, -0.00098, -0.00195, 0.49298, -0.01068
6.035, 0.38108, 0.0, -0.00293, -0.00342, 0.49304, -0.00911
6.041, 0.38045, 0.0, 0.01953, 0.0166, 0.49316, -0.00723
6.048, 0.38202, 0.0, 0.01758, 0.00293, 0.49323, -0.00754
6.05, 0.3817, 0.0, 0.01953, 0.021, 0.49329, -0.00597
6.055, 0.38139, 0.0, 0.0293, 0.03955, 0.49323, -0.0044
6.064, 0.38265, 0.0, 0.02246, 0.0293, 0.4931, -0.0044
6.069, 0.38202, 0.0, 0.04492, 0.03467, 0.49304, -0.00251
6.071, 0.38233, 0.0, 0.05176, 0.03906, 0.49304, -0.00157
6.079, 0.38359, 0.0, 0.04688, 0.02588, 0.49304, -0.00157
6.084, 0.38296, 0.0, 0.06348, 0.04102, 0.49316, 0.00031
6.086, 0.38327, 0.0, 0.06836, 0.04688, 0.49316, 0.00126
6.094, 0.38422, 0.0, 0.06445, 0.03564, 0.49323, 0.00157
6.099, 0.3839, 0.0, 0.08105, 0.04834, 0.49323, 0.00314
6.1, 0.38422, 0.0, 0.07324, 0.0542, 0.49316, 0.00408
6.108, 0.38547, 0.0, 0.08203, 0.05225, 0.4931, 0.00408
6.113, 0.38516, 0.0, 0.09473, 0.05664, 0.4931, 0.00565
6.117, 0.38547, 0.0, 0.10059, 0.06201, 0.49304, 0.0066
6.124, 0.3861, 0.0, 0.10645, 0.05078, 0.49323, 0.00723
6.161, 0.38642, 0.0, 0.1123, 0.05615, 0.4931, 0.00817
6.226, 0.38673, 0.0, 0.11426, 0.07178, 0.49304, 0.00911
6.26, 0.38704, 0.0, 0.12305, 0.0625, 0.49323, 0.01005
6.272, 0.38736, 0.0, 0.12891, 0.06885, 0.49316, 0.011
6.281, 0.38767, 0.0, 0.13281, 0.07373, 0.49316, 0.01194
6.3, 0.38799, 0.0, 0.1416, 0.06689, 0.49316, 0.01288
6.311, 0.3883, 0.0, 0.14551, 0.07422, 0.49323, 0.01382
6.316, 0.38861, 0.0, 0.1543, 0.08105, 0.49316, 0.01477
6.32, 0.38893, 0.0, 0.15918, 0.08203, 0.49316, 0.01571
6.33, 0.38987, 0.0, 0.16211, 0.07715, 0.49316, 0.01602
6.355, 0.39019, 0.0, 0.16699, 0.08594, 0.49316, 0.01697
6.397, 0.3905, 0.0, 0.17188, 0.09082, 0.49323, 0.01791
6.406, 0.39081, 0.0, 0.17578, 0.09814, 0.49316, 0.01885
6.413, 0.39113, 0.0, 0.18457, 0.09863, 0.49329, 0.01979
6.418, 0.39144, 0.0, 0.18652, 0.10693, 0.49329, 0.02073
6.426, 0.39207, 0.0, 0.1875, 0.10889, 0.4931, 0.02136
6.431, 0.39238, 0.0, 0.19824, 0.10596, 0.49304, 0.02231
6.437, 0.3927, 0.0, 0.20215, 0.10791, 0.49304, 0.02325
6.442, 0.39301, 0.0, 0.20605, 0.11328, 0.49316, 0.02419
6.45, 0.39396, 0.0, 0.21191, 0.10547, 0.49323, 0.0245
6.467, 0.39427, 0.0, 0.21875, 0.10791, 0.4931, 0.02545
6.477, 0.39458, 0.0, 0.2207, 0.11963, 0.4931, 0.02639
6.482, 0.3949, 0.0, 0.23047, 0.12012, 0.49323, 0.02733
6.494, 0.39615, 0.0, 0.2334, 0.10938, 0.4931, 0.02733
6.499, 0.39584, 0.0, 0.23926, 0.12109, 0.4931, 0.0289
6.502, 0.39615, 0.0, 0.25, 0.12793, 0.4931, 0.02985
6.511, 0.39741, 0.0, 0.24609, 0.12061, 0.4931, 0.02985
6.526, 0.39773, 0.0, 0.25488, 0.12793, 0.49316, 0.03079
6.533, 0.39804, 0.0, 0.25586, 0.13965, 0.4931, 0.03173
6.537, 0.39835, 0.0, 0.26172, 0.14258, 0.49304, 0.03267
6.549, 0.3993, 0.0, 0.26465, 0.13623, 0.49316, 0.03299
6.562, 0.39961, 0.0, 0.27344, 0.13232, 0.4931, 0.03393
6.569, 0.39992, 0.0, 0.28418, 0.13379, 0.49316, 0.03487
6.581, 0.40118, 0.0, 0.27637, 0.13916, 0.4931, 0.03487
6.601, 0.4015, 0.0, 0.28613, 0.14795, 0.49316, 0.03581
6.614, 0.40212, 0.0, 0.28613, 0.15137, 0.49323, 0.03644
6.621, 0.40244, 0.0, 0.30078, 0.15039, 0.49316, 0.03739
6.634, 0.40401, 0.0, 0.29395, 0.15186, 0.4931, 0.03707
6.647, 0.40432, 0.0, 0.30273, 0.14844, 0.49323, 0.03801
6.652, 0.40464, 0.0, 0.30957, 0.1543, 0.4931, 0.03896
6.656, 0.40495, 0.0, 0.3125, 0.1626, 0.49304, 0.0399
6.671, 0.40715, 0.0, 0.2998, 0.16553, 0.4931, 0.03896
6.694, 0.40746, 0.0, 0.31055, 0.16309, 0.49304, 0.0399
6.701, 0.40778, 0.0, 0.31543, 0.17725, 0.4931, 0.04084
6.718, 0.41123, 0.0, 0.30566, 0.15039, 0.49316, 0.03864
